KIERUNEK;OBSZAR_KOD;OBSZAR;DZIEDZINA_KOD;DZIEDZINA;DYSCYPLINA_KOD;DYSCYPLINA
28311;5;obszar nauk społecznych;14;dziedzina nauk społecznych;66;psychologia
28312;5;obszar nauk społecznych;14;dziedzina nauk społecznych;66;psychologia
28313;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28314;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28315;5;obszar nauk społecznych;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28317;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28319;7;obszar nauk technicznych;18;dziedzina nauk technicznych;84;budownictwo
28320;7;obszar nauk technicznych;18;dziedzina nauk technicznych;84;budownictwo
28323;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28331;5;obszar nauk społecznych;14;dziedzina nauk społecznych;61;nauki o obronności
28337;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28337;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28337;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28337;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28337;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28337;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28337;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28337;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28337;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28337;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28337;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28337;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28337;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28338;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;8;językoznawstwo
28340;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;8;językoznawstwo
28341;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28341;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28341;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28341;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28341;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28341;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28341;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28341;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28341;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28341;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28341;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28341;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28341;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28341;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28341;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28346;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28346;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28346;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28346;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28346;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28346;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28346;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28351;5;obszar nauk społecznych;13;dziedzina nauk prawnych;999;studia interdyscyplinarne
28354;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;6;dziedzina nauk o zdrowiu;28;dziedzina nauk o zdrowiu
28355;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;18;pedagogika
28356;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;18;pedagogika
28357;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;8;językoznawstwo
28359;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;18;pedagogika
28360;7;obszar nauk technicznych;18;dziedzina nauk technicznych;84;budownictwo
28361;7;obszar nauk technicznych;18;dziedzina nauk technicznych;84;budownictwo
28362;7;obszar nauk technicznych;18;dziedzina nauk technicznych;86;elektrotechnika
28364;7;obszar nauk technicznych;18;dziedzina nauk technicznych;83;budowa i eksploatacja maszyn
28370;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28372;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
28385;5;obszar nauk społecznych;14;dziedzina nauk społecznych;59;nauki o bezpieczeństwie
28386;5;obszar nauk społecznych;14;dziedzina nauk społecznych;59;nauki o bezpieczeństwie
28387;7;obszar nauk technicznych;18;dziedzina nauk technicznych;84;budownictwo
28388;6;obszar nauk ścisłych;15;dziedzina nauk chemicznych;70;chemia
28389;7;obszar nauk technicznych;18;dziedzina nauk technicznych;85;elektronika
28390;7;obszar nauk technicznych;18;dziedzina nauk technicznych;87;energetyka
28391;7;obszar nauk technicznych;18;dziedzina nauk technicznych;88;geodezja i kartografia
28393;7;obszar nauk technicznych;18;dziedzina nauk technicznych;91;informatyka
28394;7;obszar nauk technicznych;18;dziedzina nauk technicznych;97;mechanika
28398;7;obszar nauk technicznych;18;dziedzina nauk technicznych;83;budowa i eksploatacja maszyn
28405;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
28408;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
28410;7;obszar nauk technicznych;18;dziedzina nauk technicznych;84;budownictwo
28411;6;obszar nauk ścisłych;15;dziedzina nauk chemicznych;70;chemia
28412;7;obszar nauk technicznych;18;dziedzina nauk technicznych;85;elektronika
28414;7;obszar nauk technicznych;18;dziedzina nauk technicznych;88;geodezja i kartografia
28415;7;obszar nauk technicznych;18;dziedzina nauk technicznych;91;informatyka
28416;7;obszar nauk technicznych;18;dziedzina nauk technicznych;83;budowa i eksploatacja maszyn
28418;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;10;literaturoznawstwo
28419;7;obszar nauk technicznych;18;dziedzina nauk technicznych;97;mechanika
28420;5;obszar nauk społecznych;14;dziedzina nauk społecznych;59;nauki o bezpieczeństwie
28421;7;obszar nauk technicznych;18;dziedzina nauk technicznych;85;elektronika
28422;7;obszar nauk technicznych;18;dziedzina nauk technicznych;91;informatyka
28423;7;obszar nauk technicznych;18;dziedzina nauk technicznych;97;mechanika
28424;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
28425;5;obszar nauk społecznych;14;dziedzina nauk społecznych;59;nauki o bezpieczeństwie
28426;7;obszar nauk technicznych;18;dziedzina nauk technicznych;85;elektronika
28427;7;obszar nauk technicznych;18;dziedzina nauk technicznych;83;budowa i eksploatacja maszyn
28428;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
28429;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;10;literaturoznawstwo
28431;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;10;literaturoznawstwo
28432;5;obszar nauk społecznych;13;dziedzina nauk prawnych;56;nauki o administracji
28437;5;obszar nauk społecznych;14;dziedzina nauk społecznych;60;nauki o mediach
28445;5;obszar nauk społecznych;14;dziedzina nauk społecznych;65;pedagogika
28447;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
28448;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28449;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28450;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28451;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28455;7;obszar nauk technicznych;18;dziedzina nauk technicznych;91;informatyka
28465;5;obszar nauk społecznych;14;dziedzina nauk społecznych;67;socjologia
28467;3;obszar nauk przyrodniczych;8;dziedzina nauk o Ziemi;38;geografia
28468;3;obszar nauk przyrodniczych;8;dziedzina nauk o Ziemi;38;geografia
28469;3;obszar nauk przyrodniczych;8;dziedzina nauk o Ziemi;38;geografia
28472;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;52;ekonomia
28476;7;obszar nauk technicznych;18;dziedzina nauk technicznych;87;energetyka
28478;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;10;literaturoznawstwo
28482;7;obszar nauk technicznych;18;dziedzina nauk technicznych;91;informatyka
28487;7;obszar nauk technicznych;18;dziedzina nauk technicznych;97;mechanika
28488;5;obszar nauk społecznych;14;dziedzina nauk społecznych;65;pedagogika
28490;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;6;dziedzina nauk o zdrowiu;28;dziedzina nauk o zdrowiu
28491;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;6;dziedzina nauk o zdrowiu;28;dziedzina nauk o zdrowiu
28492;4;obszar nauk rolniczych, leśnych i weterynaryjnych;10;dziedzina nauk rolniczych;45;inżynieria rolnicza
28494;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;55;towaroznawstwo
28496;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;5;dziedzina nauk o kulturze fizycznej;27;dziedzina nauk o kulturze fizycznej
28499;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;5;dziedzina nauk o kulturze fizycznej;27;dziedzina nauk o kulturze fizycznej
28501;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;52;ekonomia
28502;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;52;ekonomia
28505;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;4;dziedzina nauk medycznych;25;medycyna
28508;7;obszar nauk technicznych;18;dziedzina nauk technicznych;91;informatyka
28512;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;52;ekonomia
28514;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;52;ekonomia
28515;5;obszar nauk społecznych;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28518;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28519;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28521;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
28522;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
28529;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;6;dziedzina nauk o zdrowiu;28;dziedzina nauk o zdrowiu
28530;5;obszar nauk społecznych;13;dziedzina nauk prawnych;56;nauki o administracji
28532;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
28533;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28534;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;6;dziedzina nauk o zdrowiu;28;dziedzina nauk o zdrowiu
28542;7;obszar nauk technicznych;18;dziedzina nauk technicznych;84;budownictwo
28543;7;obszar nauk technicznych;18;dziedzina nauk technicznych;80;automatyka i robotyka
28544;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
28544;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
28545;7;obszar nauk technicznych;18;dziedzina nauk technicznych;80;automatyka i robotyka
28546;7;obszar nauk technicznych;18;dziedzina nauk technicznych;91;informatyka
28547;7;obszar nauk technicznych;18;dziedzina nauk technicznych;91;informatyka
28551;7;obszar nauk technicznych;18;dziedzina nauk technicznych;95;inżynieria produkcji
28552;7;obszar nauk technicznych;18;dziedzina nauk technicznych;83;budowa i eksploatacja maszyn
28553;7;obszar nauk technicznych;18;dziedzina nauk technicznych;83;budowa i eksploatacja maszyn
28555;7;obszar nauk technicznych;18;dziedzina nauk technicznych;95;inżynieria produkcji
28557;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;4;dziedzina nauk medycznych;25;medycyna
28558;7;obszar nauk technicznych;18;dziedzina nauk technicznych;96;inżynieria środowiska
28560;7;obszar nauk technicznych;18;dziedzina nauk technicznych;96;inżynieria środowiska
28561;7;obszar nauk technicznych;18;dziedzina nauk technicznych;84;budownictwo
28562;7;obszar nauk technicznych;18;dziedzina nauk technicznych;84;budownictwo
28563;3;obszar nauk przyrodniczych;7;dziedzina nauk biologicznych;36;ochrona środowiska
28567;7;obszar nauk technicznych;18;dziedzina nauk technicznych;96;inżynieria środowiska
28568;7;obszar nauk technicznych;18;dziedzina nauk technicznych;102;włókiennictwo
28570;5;obszar nauk społecznych;14;dziedzina nauk społecznych;67;socjologia
28572;5;obszar nauk społecznych;14;dziedzina nauk społecznych;62;nauki o polityce
28574;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
28576;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
28577;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
28580;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;8;językoznawstwo
28581;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;8;językoznawstwo
28582;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;8;językoznawstwo
28584;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;8;językoznawstwo
28585;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;8;językoznawstwo
28586;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;10;literaturoznawstwo
28587;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;10;literaturoznawstwo
28588;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28590;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;6;dziedzina nauk o zdrowiu;28;dziedzina nauk o zdrowiu
28591;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;6;dziedzina nauk o zdrowiu;28;dziedzina nauk o zdrowiu
28594;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;52;ekonomia
28595;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;52;ekonomia
28597;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;8;językoznawstwo
28598;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;6;dziedzina nauk o zdrowiu;28;dziedzina nauk o zdrowiu
28600;7;obszar nauk technicznych;18;dziedzina nauk technicznych;91;informatyka
28603;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;6;dziedzina nauk o zdrowiu;28;dziedzina nauk o zdrowiu
28604;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;6;dziedzina nauk o zdrowiu;28;dziedzina nauk o zdrowiu
28605;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
28606;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28607;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28615;7;obszar nauk technicznych;18;dziedzina nauk technicznych;83;budowa i eksploatacja maszyn
28617;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28619;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;6;dziedzina nauk o zdrowiu;28;dziedzina nauk o zdrowiu
28622;3;obszar nauk przyrodniczych;8;dziedzina nauk o Ziemi;38;geografia
28624;5;obszar nauk społecznych;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28626;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
28628;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
28632;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28634;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28636;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28637;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28638;5;obszar nauk społecznych;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28642;7;obszar nauk technicznych;18;dziedzina nauk technicznych;97;mechanika
28643;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;6;dziedzina nauk o zdrowiu;28;dziedzina nauk o zdrowiu
28644;7;obszar nauk technicznych;18;dziedzina nauk technicznych;91;informatyka
28645;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
28646;8;obszar sztuki;21;dziedzina sztuk plastycznych;116;sztuki piękne
28647;8;obszar sztuki;21;dziedzina sztuk plastycznych;117;sztuki projektowe
28649;8;obszar sztuki;21;dziedzina sztuk plastycznych;117;sztuki projektowe
28650;8;obszar sztuki;21;dziedzina sztuk plastycznych;116;sztuki piękne
28652;8;obszar sztuki;21;dziedzina sztuk plastycznych;116;sztuki piękne
28655;8;obszar sztuki;21;dziedzina sztuk plastycznych;116;sztuki piękne
